heart_rate,spo2,temperature,respiratory_rate,systolic_bp,risk_score_2h,condition_2h,risk_score_6h,condition_6h,risk_score_12h,condition_12h,risk_score_24h,condition_24h
112.3,93.0,37.3,18.6,129.2,0.0404,No significant risk,0.0522,No significant risk,0.0699,No significant risk,0.1054,Risk of tachycardia
70.4,96.1,36.0,15.9,97.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
98.8,97.2,37.2,13.1,119.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
91.6,98.9,36.2,19.3,99.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
114.1,97.3,37.9,14.8,91.9,0.0476,No significant risk,0.0604,No significant risk,0.0796,Risk of tachycardia,0.1181,Risk of tachycardia
80.0,99.0,36.3,17.3,106.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
93.0,94.8,37.5,12.2,136.3,0.0022,No significant risk,0.0025,No significant risk,0.0029,No significant risk,0.0039,No significant risk
67.8,98.3,37.0,14.0,106.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
63.8,96.9,37.4,12.0,115.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
77.2,88.3,33.4,23.7,85.6,0.1204,Risk of hypoxia,0.1324,Risk of hypoxia,0.1504,Risk of hypoxia,0.1864,Risk of hypoxia
79.4,80.9,38.9,7.5,118.5,0.1265,Risk of hypoxia,0.1461,Risk of hypoxia,0.1755,Risk of hypoxia,0.2344,Risk of hypoxia
68.5,97.5,37.4,10.9,131.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
108.6,93.9,36.9,17.0,116.8,0.0267,No significant risk,0.0347,No significant risk,0.0466,No significant risk,0.0705,No significant risk
63.4,96.5,36.6,23.4,102.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
111.1,96.0,37.7,21.6,108.4,0.033,No significant risk,0.0427,No significant risk,0.0571,No significant risk,0.086,Risk of tachycardia
60.2,95.2,36.1,20.4,119.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
67.5,98.0,35.7,10.6,99.1,0.0083,No significant risk,0.009,No significant risk,0.0099,No significant risk,0.0119,No significant risk
157.4,88.8,39.2,12.2,196.2,0.3714,Risk of tachycardia,0.4302,Risk of tachycardia,0.5184,Risk of tachycardia,0.6948,Risk of tachycardia
64.0,95.6,36.7,18.2,108.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
89.3,78.2,36.3,25.7,177.4,0.186,Risk of hypoxia,0.2028,Risk of hypoxia,0.2281,Risk of hypoxia,0.2786,Risk of hypoxia
88.6,93.6,37.1,23.8,88.2,0.0137,Risk of hypotension,0.0151,Risk of hypotension,0.0172,Risk of hypotension,0.0214,Risk of hypotension
105.3,80.3,39.7,20.0,109.8,0.1707,Risk of hypoxia,0.1984,Risk of hypoxia,0.2399,Risk of hypoxia,0.3229,Risk of hypoxia
69.8,99.2,36.8,19.3,101.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
60.2,97.5,37.2,17.6,105.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
132.7,75.3,38.7,14.7,85.2,0.2458,Risk of tachycardia,0.2965,Risk of tachycardia,0.3726,Risk of tachycardia,0.5247,Risk of tachycardia
78.7,97.1,36.4,13.4,128.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
132.2,81.2,34.7,12.3,83.5,0.2084,Risk of tachycardia,0.2506,Risk of tachycardia,0.3138,Risk of tachycardia,0.4402,Risk of tachycardia
89.4,96.2,37.2,14.1,106.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
72.7,93.3,36.4,13.8,90.7,0.0095,No significant risk,0.0112,No significant risk,0.0138,No significant risk,0.019,No significant risk
141.6,79.6,33.5,27.4,93.6,0.2508,Risk of tachycardia,0.3046,Risk of tachycardia,0.3852,Risk of tachycardia,0.5466,Risk of tachycardia
54.2,93.4,37.5,21.3,98.5,0.0316,No significant risk,0.0394,No significant risk,0.0512,Risk of bradycardia,0.0748,Risk of bradycardia
58.7,92.4,38.0,19.2,120.2,0.036,No significant risk,0.0418,No significant risk,0.0505,No significant risk,0.0681,Risk of hypoxia
140.0,91.9,33.1,11.4,153.4,0.2214,Risk of tachycardia,0.2622,Risk of tachycardia,0.3235,Risk of tachycardia,0.446,Risk of tachycardia
113.9,96.0,37.9,12.8,141.2,0.05,Risk of hypertension,0.0626,Risk of hypertension,0.0816,Risk of tachycardia,0.1196,Risk of tachycardia
114.3,92.9,36.8,21.1,113.1,0.0457,No significant risk,0.0592,No significant risk,0.0794,Risk of tachycardia,0.12,Risk of tachycardia
114.1,94.6,37.0,10.8,139.7,0.0363,No significant risk,0.0481,No significant risk,0.0657,Risk of tachycardia,0.1009,Risk of tachycardia
76.3,92.1,37.0,10.2,85.1,0.0324,Risk of hypotension,0.0353,Risk of hypotension,0.0396,Risk of hypotension,0.0483,Risk of hypoxia
62.3,93.2,37.1,10.8,105.4,0.0102,No significant risk,0.012,No significant risk,0.0148,No significant risk,0.0203,No significant risk
83.2,98.3,36.9,14.0,94.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
77.0,99.7,36.3,14.1,95.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
94.2,95.9,37.7,16.8,93.7,0.0054,No significant risk,0.006,No significant risk,0.0069,No significant risk,0.0088,No significant risk
86.5,98.1,36.7,17.5,121.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
108.3,91.4,34.7,25.7,186.8,0.1896,Risk of hypothermia,0.2024,Risk of hypothermia,0.2215,Risk of hypoxia,0.2598,Risk of hypoxia
100.6,96.3,35.6,18.1,93.5,0.0107,No significant risk,0.0119,No significant risk,0.0137,No significant risk,0.0174,No significant risk
136.4,77.3,33.9,23.2,111.6,0.2406,Risk of tachycardia,0.2917,Risk of tachycardia,0.3684,Risk of tachycardia,0.5218,Risk of tachycardia
81.7,96.9,36.2,18.4,135.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
137.8,79.5,34.8,12.0,168.3,0.2765,Risk of tachycardia,0.3245,Risk of tachycardia,0.3965,Risk of tachycardia,0.5405,Risk of tachycardia
124.6,93.5,37.5,17.2,122.5,0.0672,No significant risk,0.0884,Risk of tachycardia,0.1202,Risk of tachycardia,0.1837,Risk of tachycardia
61.3,98.5,36.6,16.4,117.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
79.0,97.4,36.5,18.6,112.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
108.2,97.2,37.7,13.8,87.3,0.0368,Risk of hypotension,0.0442,Risk of hypotension,0.0555,Risk of hypotension,0.0779,Risk of hypotension
71.1,99.5,36.8,12.7,96.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
85.2,98.7,37.0,19.5,100.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
65.6,94.2,37.8,18.1,133.0,0.0148,No significant risk,0.0168,No significant risk,0.0198,No significant risk,0.0258,No significant risk
51.9,92.4,36.8,20.1,99.0,0.0458,No significant risk,0.0571,Risk of bradycardia,0.074,Risk of bradycardia,0.1078,Risk of bradycardia
136.3,83.6,38.2,17.7,156.6,0.2167,Risk of tachycardia,0.26,Risk of tachycardia,0.325,Risk of tachycardia,0.4549,Risk of tachycardia
159.0,82.3,35.9,10.8,92.5,0.2149,Risk of tachycardia,0.2751,Risk of tachycardia,0.3653,Risk of tachycardia,0.5459,Risk of tachycardia
109.6,94.4,35.9,14.0,114.6,0.0278,No significant risk,0.0363,No significant risk,0.0489,No significant risk,0.0742,Risk of tachycardia
69.3,98.7,36.1,16.3,129.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
84.1,98.3,36.8,15.6,107.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
129.8,81.7,33.7,8.1,77.7,0.2446,Risk of tachycardia,0.2862,Risk of tachycardia,0.3487,Risk of tachycardia,0.4737,Risk of tachycardia
53.4,94.0,37.4,14.1,134.6,0.0311,No significant risk,0.0391,No significant risk,0.0512,Risk of bradycardia,0.0754,Risk of bradycardia
65.7,90.3,38.2,17.5,93.4,0.0518,Risk of hypoxia,0.0594,Risk of hypoxia,0.0709,Risk of hypoxia,0.0937,Risk of hypoxia
109.9,95.8,35.9,19.6,112.8,0.0255,No significant risk,0.0335,No significant risk,0.0456,No significant risk,0.0698,Risk of tachycardia
97.7,95.1,37.5,20.1,125.0,0.0012,No significant risk,0.0014,No significant risk,0.0016,No significant risk,0.002,No significant risk
93.4,99.7,36.3,15.9,102.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
125.2,78.0,39.1,11.2,172.6,0.2937,Risk of tachycardia,0.3375,Risk of tachycardia,0.4031,Risk of tachycardia,0.5344,Risk of tachycardia
71.3,92.9,35.9,19.3,120.8,0.0134,No significant risk,0.0156,No significant risk,0.0189,No significant risk,0.0256,No significant risk
64.5,95.4,36.9,17.7,92.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
55.5,97.4,37.8,19.8,145.2,0.0399,Risk of hypertension,0.0457,Risk of hypertension,0.0545,Risk of hypertension,0.0721,Risk of bradycardia
138.6,87.0,35.1,12.3,109.2,0.1591,Risk of tachycardia,0.1997,Risk of tachycardia,0.2606,Risk of tachycardia,0.3824,Risk of tachycardia
61.2,93.6,36.7,13.3,123.3,0.008,No significant risk,0.0094,No significant risk,0.0116,No significant risk,0.0159,No significant risk
128.5,89.0,37.1,20.2,90.2,0.1015,Risk of tachycardia,0.1303,Risk of tachycardia,0.1735,Risk of tachycardia,0.2599,Risk of tachycardia
66.1,76.9,38.3,11.1,115.2,0.126,Risk of hypoxia,0.147,Risk of hypoxia,0.1787,Risk of hypoxia,0.2419,Risk of hypoxia
65.5,95.9,36.2,17.3,131.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
106.8,93.3,36.3,12.1,125.3,0.0259,No significant risk,0.0331,No significant risk,0.0439,No significant risk,0.0655,No significant risk
89.9,96.6,36.9,18.8,145.8,0.0145,Risk of hypertension,0.0145,Risk of hypertension,0.0145,Risk of hypertension,0.0145,Risk of hypertension
74.4,98.6,36.8,13.4,108.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
77.3,93.1,37.8,20.7,116.3,0.0216,No significant risk,0.0248,No significant risk,0.0295,No significant risk,0.0391,No significant risk
108.3,92.8,36.1,17.6,136.9,0.032,No significant risk,0.0408,No significant risk,0.0541,No significant risk,0.0806,No significant risk
99.4,97.3,36.5,14.3,98.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
154.4,83.7,39.7,29.9,129.9,0.2694,Risk of tachycardia,0.3329,Risk of tachycardia,0.4282,Risk of tachycardia,0.6188,Risk of tachycardia
78.3,95.4,35.6,19.7,88.4,0.0144,Risk of hypotension,0.0152,Risk of hypotension,0.0162,Risk of hypotension,0.0184,Risk of hypotension
138.1,80.0,35.3,20.0,145.5,0.2071,Risk of tachycardia,0.2541,Risk of tachycardia,0.3245,Risk of tachycardia,0.4655,Risk of tachycardia
83.7,96.5,36.2,12.0,95.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
155.2,84.0,36.6,10.3,139.4,0.1931,Risk of tachycardia,0.2483,Risk of tachycardia,0.3311,Risk of tachycardia,0.4966,Risk of tachycardia
84.4,99.7,36.3,18.1,91.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
57.2,94.1,35.9,15.2,112.1,0.0174,No significant risk,0.0214,No significant risk,0.0274,No significant risk,0.0395,No significant risk
92.7,97.5,36.5,12.7,102.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
106.5,84.6,34.0,19.0,102.6,0.1237,Risk of hypoxia,0.1432,Risk of hypoxia,0.1725,Risk of hypoxia,0.231,Risk of hypoxia
145.5,76.8,36.6,12.5,120.5,0.2095,Risk of tachycardia,0.2642,Risk of tachycardia,0.3461,Risk of tachycardia,0.5101,Risk of tachycardia
100.9,82.0,34.5,29.2,149.3,0.1371,Risk of hypoxia,0.1539,Risk of hypoxia,0.1791,Risk of hypoxia,0.2296,Risk of hypoxia
64.1,94.0,37.9,17.3,111.0,0.0196,No significant risk,0.0222,No significant risk,0.0261,No significant risk,0.0339,No significant risk
100.6,94.0,35.9,18.2,128.2,0.0082,No significant risk,0.0098,No significant risk,0.0121,No significant risk,0.0168,No significant risk
145.2,82.8,33.5,33.8,123.7,0.24,Risk of tachycardia,0.2934,Risk of tachycardia,0.3734,Risk of tachycardia,0.5334,Risk of tachycardia
93.3,95.3,36.0,20.6,137.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
81.8,92.7,35.7,14.8,105.2,0.0203,No significant risk,0.0232,No significant risk,0.0275,No significant risk,0.0362,Risk of hypoxia
133.0,88.9,36.6,10.9,197.1,0.2556,Risk of tachycardia,0.2881,Risk of tachycardia,0.3369,Risk of tachycardia,0.4344,Risk of tachycardia
57.0,95.0,37.7,22.4,85.7,0.0328,Risk of hypotension,0.0369,Risk of hypotension,0.0429,Risk of hypotension,0.055,Risk of hypotension
68.9,75.8,38.9,31.1,145.5,0.1699,Risk of hypoxia,0.1948,Risk of hypoxia,0.2322,Risk of hypoxia,0.307,Risk of hypoxia
102.9,96.7,37.7,17.7,147.9,0.0345,Risk of hypertension,0.0377,Risk of hypertension,0.0425,Risk of hypertension,0.0521,Risk of hypertension
49.6,92.8,36.5,17.2,147.8,0.0716,Risk of bradycardia,0.0849,Risk of bradycardia,0.1048,Risk of bradycardia,0.1447,Risk of bradycardia
80.3,99.4,36.3,15.4,137.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
73.3,94.6,36.8,18.8,137.0,0.002,No significant risk,0.0023,No significant risk,0.0029,No significant risk,0.0039,No significant risk
103.1,95.2,36.3,19.2,131.7,0.0075,No significant risk,0.01,No significant risk,0.0138,No significant risk,0.0213,No significant risk
53.7,93.0,36.2,14.0,128.8,0.0353,No significant risk,0.0441,No significant risk,0.0571,Risk of bradycardia,0.0833,Risk of bradycardia
90.2,96.3,36.4,16.2,100.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
45.7,84.3,38.9,23.9,104.5,0.1652,Risk of bradycardia,0.1969,Risk of bradycardia,0.2445,Risk of bradycardia,0.3397,Risk of bradycardia
95.9,97.8,37.7,14.8,149.9,0.0329,Risk of hypertension,0.0339,Risk of hypertension,0.0353,Risk of hypertension,0.0381,Risk of hypertension
61.1,99.1,36.3,12.5,101.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
97.5,95.7,36.1,17.0,145.2,0.013,Risk of hypertension,0.013,Risk of hypertension,0.013,Risk of hypertension,0.013,Risk of hypertension
75.4,95.6,38.0,7.8,69.7,0.0838,Risk of hypotension,0.0856,Risk of hypotension,0.0884,Risk of hypotension,0.0939,Risk of hypotension
89.1,95.9,36.7,12.7,136.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
109.0,97.7,35.5,16.5,86.6,0.0456,Risk of hypotension,0.0538,Risk of hypotension,0.0661,Risk of hypotension,0.0907,Risk of tachycardia
99.8,76.6,33.8,17.1,191.9,0.2891,Risk of hypoxia,0.312,Risk of hypoxia,0.3463,Risk of hypoxia,0.415,Risk of hypoxia
106.4,94.2,35.6,23.6,86.1,0.0429,Risk of hypotension,0.0496,Risk of hypotension,0.0596,Risk of hypotension,0.0797,Risk of hypotension
81.1,75.2,37.8,34.4,195.4,0.2587,Risk of hypoxia,0.2798,Risk of hypoxia,0.3114,Risk of hypoxia,0.3746,Risk of hypoxia
67.2,97.8,36.8,17.9,99.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
114.8,92.8,36.8,18.0,196.9,0.1901,Risk of hypertension,0.2042,Risk of hypertension,0.2253,Risk of tachycardia,0.2676,Risk of tachycardia
106.3,97.7,37.2,17.7,85.2,0.0311,Risk of hypotension,0.0362,Risk of hypotension,0.0438,Risk of hypotension,0.0591,Risk of hypotension
68.0,95.9,36.4,14.4,108.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
56.4,92.3,37.2,17.5,113.9,0.0289,No significant risk,0.0355,No significant risk,0.0453,No significant risk,0.065,Risk of bradycardia
103.8,94.6,37.1,23.4,139.6,0.0115,No significant risk,0.015,No significant risk,0.0202,No significant risk,0.0306,No significant risk
91.9,93.1,36.9,23.7,118.7,0.0107,No significant risk,0.0126,No significant risk,0.0155,No significant risk,0.0213,No significant risk
85.9,96.0,37.1,7.2,144.2,0.0105,Risk of hypertension,0.0105,Risk of hypertension,0.0105,Risk of hypertension,0.0105,Risk of hypertension
61.3,99.1,36.4,18.4,104.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
99.0,96.8,36.8,16.9,118.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
119.3,83.5,39.0,11.3,138.5,0.164,Risk of hypoxia,0.1971,Risk of tachycardia,0.2468,Risk of tachycardia,0.3461,Risk of tachycardia
113.2,92.2,37.6,30.3,192.5,0.1812,Risk of hypertension,0.1949,Risk of hypertension,0.2154,Risk of hypertension,0.2564,Risk of tachycardia
66.8,97.4,36.9,13.8,90.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
113.0,96.2,36.5,12.7,108.1,0.0311,No significant risk,0.0415,No significant risk,0.0571,No significant risk,0.0882,Risk of tachycardia
64.3,99.5,37.2,13.3,92.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
80.0,93.2,36.3,12.8,135.3,0.0097,No significant risk,0.0115,No significant risk,0.0142,No significant risk,0.0195,No significant risk
114.4,83.1,39.4,34.1,88.4,0.1708,Risk of hypoxia,0.2016,Risk of hypoxia,0.2478,Risk of tachycardia,0.3403,Risk of tachycardia
81.0,95.5,36.6,16.7,116.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
85.3,97.8,36.0,19.2,87.8,0.0073,Risk of hypotension,0.0073,Risk of hypotension,0.0073,Risk of hypotension,0.0073,Risk of hypotension
82.1,95.5,36.1,13.4,118.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
60.3,89.0,34.3,23.8,120.6,0.0776,Risk of hypoxia,0.087,Risk of hypoxia,0.1011,Risk of hypoxia,0.1294,Risk of hypoxia
114.7,97.6,35.5,22.4,89.3,0.0502,Risk of hypotension,0.0629,Risk of hypotension,0.082,Risk of tachycardia,0.1202,Risk of tachycardia
70.2,83.0,33.6,9.3,163.1,0.185,Risk of hypoxia,0.2017,Risk of hypoxia,0.2267,Risk of hypoxia,0.2768,Risk of hypoxia
111.3,90.0,38.3,13.6,71.1,0.147,Risk of hypoxia,0.1644,Risk of hypoxia,0.1904,Risk of hypoxia,0.2426,Risk of tachycardia
74.0,96.2,36.2,13.4,96.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
52.5,86.3,37.2,21.8,78.4,0.1155,Risk of hypoxia,0.1322,Risk of bradycardia,0.1572,Risk of bradycardia,0.2072,Risk of bradycardia
53.3,94.4,36.0,17.9,130.0,0.03,No significant risk,0.0378,No significant risk,0.0495,Risk of bradycardia,0.0728,Risk of bradycardia
78.2,94.3,37.6,13.1,132.7,0.0074,No significant risk,0.0085,No significant risk,0.0101,No significant risk,0.0134,No significant risk
87.4,81.2,36.3,8.7,71.2,0.1383,Risk of hypoxia,0.1521,Risk of hypoxia,0.1727,Risk of hypoxia,0.214,Risk of hypoxia
67.5,97.5,37.0,13.9,136.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
154.9,92.6,35.5,8.1,141.8,0.1612,Risk of tachycardia,0.2084,Risk of tachycardia,0.2792,Risk of tachycardia,0.4208,Risk of tachycardia
105.2,98.0,36.8,14.8,97.1,0.0126,No significant risk,0.0168,No significant risk,0.0231,No significant risk,0.0357,No significant risk
80.4,97.8,37.0,16.0,135.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
104.6,92.9,37.6,19.5,96.1,0.0276,No significant risk,0.0339,No significant risk,0.0435,No significant risk,0.0626,No significant risk
97.1,95.2,36.6,14.5,123.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
80.0,84.0,39.9,28.7,186.1,0.2599,Risk of hypoxia,0.2804,Risk of hypoxia,0.3112,Risk of hypoxia,0.3728,Risk of hypoxia
65.2,94.5,37.3,11.5,102.6,0.0029,No significant risk,0.0034,No significant risk,0.0042,No significant risk,0.0058,No significant risk
77.3,99.1,36.1,17.4,136.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
87.7,99.9,37.2,13.9,95.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
88.1,98.6,36.8,14.7,98.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
81.4,96.4,36.6,14.7,104.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
70.6,95.5,36.5,12.3,99.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
75.7,89.0,38.0,22.9,194.4,0.1872,Risk of hypoxia,0.1952,Risk of hypoxia,0.2073,Risk of hypoxia,0.2314,Risk of hypoxia
89.5,99.8,37.0,13.3,106.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
84.1,98.6,36.4,16.3,124.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
105.5,96.6,35.7,18.7,100.3,0.022,No significant risk,0.0271,No significant risk,0.0347,No significant risk,0.05,No significant risk
112.2,97.3,36.5,14.1,100.2,0.0293,No significant risk,0.039,No significant risk,0.0537,No significant risk,0.0829,Risk of tachycardia
57.4,95.3,35.5,14.5,99.3,0.0229,No significant risk,0.0266,No significant risk,0.0322,No significant risk,0.0434,No significant risk
125.9,82.3,33.6,21.0,93.8,0.1929,Risk of tachycardia,0.231,Risk of tachycardia,0.2881,Risk of tachycardia,0.4023,Risk of tachycardia
104.3,95.7,37.1,17.6,145.3,0.0235,Risk of hypertension,0.0269,Risk of hypertension,0.0321,Risk of hypertension,0.0424,Risk of hypertension
99.1,81.4,36.2,11.4,150.9,0.102,Risk of hypoxia,0.1155,Risk of hypoxia,0.1359,Risk of hypoxia,0.1766,Risk of hypoxia
56.7,93.2,36.7,22.4,121.8,0.0227,No significant risk,0.028,No significant risk,0.036,No significant risk,0.0519,No significant risk
72.0,95.4,36.6,19.2,88.3,0.0057,Risk of hypotension,0.0057,Risk of hypotension,0.0057,Risk of hypotension,0.0057,Risk of hypotension
69.2,94.0,37.9,12.6,105.2,0.02,No significant risk,0.0226,No significant risk,0.0266,No significant risk,0.0345,No significant risk
106.1,94.5,37.4,22.0,105.2,0.0174,No significant risk,0.0228,No significant risk,0.0308,No significant risk,0.047,No significant risk
73.2,97.0,35.6,14.3,129.2,0.0101,No significant risk,0.0109,No significant risk,0.0121,No significant risk,0.0144,No significant risk
78.4,95.2,36.0,16.0,117.6,0.0002,No significant risk,0.0002,No significant risk,0.0002,No significant risk,0.0002,No significant risk
67.6,93.2,37.5,6.6,162.8,0.0672,Risk of hypertension,0.069,Risk of hypertension,0.0717,Risk of hypertension,0.0772,Risk of hypertension
99.9,99.4,36.4,14.1,109.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
74.2,93.9,37.1,12.3,140.0,0.006,No significant risk,0.0071,No significant risk,0.0087,No significant risk,0.012,No significant risk
94.6,92.9,34.7,6.5,148.6,0.066,Risk of hypothermia,0.0706,Risk of hypothermia,0.0776,Risk of hypothermia,0.0915,Risk of hypothermia
86.9,97.4,37.9,18.9,134.7,0.015,No significant risk,0.0167,No significant risk,0.0193,No significant risk,0.0244,No significant risk
66.4,98.7,36.6,15.6,105.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
62.0,95.8,35.9,10.9,106.5,0.0017,No significant risk,0.0018,No significant risk,0.002,No significant risk,0.0024,No significant risk
95.6,95.3,36.3,16.4,114.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
60.3,99.9,36.8,14.9,113.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
73.8,98.2,37.1,13.5,132.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
68.6,95.2,36.3,19.3,113.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
98.4,99.4,36.9,19.5,101.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
121.2,93.3,38.6,16.0,169.5,0.1725,Possible fever development,0.1956,Risk of tachycardia,0.2301,Risk of tachycardia,0.2993,Risk of tachycardia
73.1,95.5,37.1,14.3,116.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
112.4,94.0,37.4,22.0,113.3,0.0352,No significant risk,0.0461,No significant risk,0.0625,No significant risk,0.0952,Risk of tachycardia
98.6,97.5,37.4,13.2,142.7,0.0069,Risk of hypertension,0.0069,Risk of hypertension,0.0069,Risk of hypertension,0.0069,Risk of hypertension
87.5,97.0,36.0,21.0,123.8,0.0008,No significant risk,0.0008,No significant risk,0.0009,No significant risk,0.0011,No significant risk
56.5,83.8,38.8,6.6,80.1,0.1548,Risk of hypoxia,0.175,Risk of hypoxia,0.2053,Risk of hypoxia,0.266,Risk of bradycardia
70.0,95.5,34.3,16.5,166.6,0.1114,Risk of hypothermia,0.1148,Risk of hypothermia,0.12,Risk of hypothermia,0.1303,Risk of hypothermia
87.8,95.2,37.6,13.3,113.8,0.0038,No significant risk,0.0043,No significant risk,0.0049,No significant risk,0.0062,No significant risk
83.8,96.3,36.5,15.8,91.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
87.4,97.1,37.1,17.6,90.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
56.1,96.7,38.0,17.4,129.4,0.032,No significant risk,0.0381,No significant risk,0.0472,No significant risk,0.0655,Risk of bradycardia
77.5,99.3,36.3,14.1,112.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
82.0,94.5,33.7,16.8,160.7,0.1154,Risk of hypothermia,0.1206,Risk of hypothermia,0.1284,Risk of hypothermia,0.144,Risk of hypothermia
86.3,95.8,36.2,13.0,136.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
101.8,94.0,37.0,16.9,146.5,0.0259,Risk of hypertension,0.0283,Risk of hypertension,0.032,Risk of hypertension,0.0392,Risk of hypertension
126.3,76.0,36.8,19.5,190.3,0.2935,Risk of tachycardia,0.3335,Risk of tachycardia,0.3937,Risk of tachycardia,0.5139,Risk of tachycardia
70.8,97.1,36.4,13.0,132.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
