heart_rate,spo2,temperature,respiratory_rate,systolic_bp,sleep_hours,stress_level,activity_level,risk_level
97.6,98.6,37.0,14.6,136.4,2.7,5.9,1.2,moderate
83.1,96.9,36.9,15.2,108.8,9.9,3.1,2.2,low
81.0,98.9,36.1,16.4,120.7,5.2,1.4,3.3,low
81.2,98.3,37.3,15.3,134.0,9.2,6.9,6.9,low
79.8,96.7,36.6,16.5,113.6,7.3,3.0,7.8,low
102.8,97.0,37.4,21.1,147.9,7.2,8.5,1.8,moderate
109.0,95.6,36.6,22.9,127.5,3.3,4.0,9.8,moderate
71.6,99.7,36.6,17.1,135.1,6.5,1.4,6.7,low
74.9,96.1,36.9,11.2,103.8,7.5,1.0,6.2,low
77.9,100.0,36.6,19.2,128.0,11.0,5.0,4.5,low
91.1,96.9,36.4,15.9,146.1,4.9,9.4,2.5,moderate
73.6,96.4,37.4,19.4,119.9,2.1,3.0,4.8,low
111.3,93.3,36.5,18.1,139.8,3.4,5.0,8.9,moderate
113.0,97.6,36.8,19.7,147.3,5.0,9.0,1.8,high
88.8,93.0,36.8,24.1,150.4,7.2,8.2,5.6,moderate
103.6,94.8,36.7,14.5,140.6,7.0,8.2,1.8,moderate
91.9,94.7,37.0,13.7,134.9,11.5,7.2,7.2,low
77.1,100.0,36.6,20.1,118.6,12.0,2.7,2.3,low
85.4,94.8,36.5,19.7,103.8,4.5,2.2,9.6,low
51.4,98.7,36.4,22.6,118.9,10.6,3.6,5.7,moderate
75.3,95.8,37.0,21.2,138.2,7.8,7.1,4.1,low
74.4,95.0,36.0,17.3,125.5,10.9,5.8,3.1,low
70.2,94.4,36.4,18.4,95.1,9.9,2.5,5.2,low
95.3,99.3,38.0,24.3,141.4,5.3,8.8,8.6,high
72.8,98.5,36.0,15.8,121.8,6.6,2.7,0.5,low
101.8,95.6,37.5,13.9,127.9,10.6,5.1,9.6,moderate
91.0,98.6,36.7,21.2,126.8,8.2,4.2,7.9,low
92.3,93.8,36.3,22.1,131.7,11.0,7.5,7.2,moderate
104.9,93.0,36.3,18.8,127.1,9.7,8.8,9.1,high
60.2,96.3,36.6,14.6,117.3,8.7,3.6,0.2,low
89.9,99.7,37.0,22.3,135.5,4.8,6.0,9.9,moderate
83.4,95.5,36.7,16.3,111.7,3.7,2.8,4.0,low
63.0,100.0,36.3,20.0,134.1,11.2,0.1,1.9,low
83.3,99.7,36.4,15.9,110.3,10.8,1.2,5.2,low
78.0,96.0,37.1,19.5,120.2,6.3,1.8,7.8,low
99.7,99.3,37.0,22.1,137.7,7.4,10.0,1.4,moderate
96.4,98.5,36.3,20.4,134.2,4.5,7.8,3.8,moderate
68.3,97.6,35.6,15.3,116.9,4.7,3.9,3.0,low
85.0,97.6,36.6,16.9,122.2,2.9,2.0,1.0,low
67.7,98.6,36.0,10.4,113.0,5.9,3.4,3.3,low
87.5,97.2,36.3,21.3,123.2,3.1,3.0,8.2,low
100.5,93.1,35.6,24.9,109.1,6.3,1.7,9.9,moderate
74.0,98.6,36.6,16.9,116.6,9.7,3.8,1.9,low
78.2,93.1,37.0,16.0,99.6,6.2,1.4,8.5,low
106.3,96.6,36.9,23.1,150.7,10.7,9.2,9.5,high
84.1,98.3,36.8,12.9,112.2,8.1,0.3,7.1,low
89.4,95.2,37.2,15.1,140.4,3.9,6.6,4.8,moderate
102.8,95.5,36.1,21.5,142.3,7.4,9.6,6.3,moderate
89.4,91.4,36.7,14.5,128.0,10.6,8.7,4.7,moderate
77.1,98.3,35.8,19.1,121.4,7.3,6.0,4.7,low
96.0,97.6,36.9,15.5,143.7,3.9,8.0,1.8,moderate
100.2,98.5,37.7,19.3,141.5,5.2,8.2,3.5,high
55.1,99.6,37.2,20.3,119.6,8.9,1.7,2.7,low
87.8,93.6,37.3,21.5,143.6,6.8,8.8,7.4,low
67.2,97.5,36.3,19.0,117.7,3.2,2.8,6.9,low
75.5,98.5,36.5,13.2,105.7,11.3,0.9,4.1,low
65.5,99.7,36.6,14.4,131.3,7.4,4.8,4.8,low
112.5,95.4,36.6,23.0,150.1,2.0,9.1,7.6,critical
76.8,97.6,36.0,17.9,118.9,5.2,3.7,4.8,low
74.6,96.0,36.8,18.4,127.5,11.4,5.7,6.4,low
61.9,96.9,36.9,11.2,113.2,11.3,3.5,1.9,low
91.7,96.1,36.8,18.6,130.7,10.9,8.5,4.0,low
72.8,98.0,36.2,16.3,110.3,11.6,0.5,4.0,low
88.9,98.4,37.3,20.4,151.3,9.7,9.5,7.0,moderate
87.8,98.1,35.9,16.3,123.2,10.6,6.2,7.4,low
91.3,100.0,36.5,12.9,113.1,7.7,3.5,5.8,low
97.8,94.7,36.7,19.7,122.0,6.4,4.9,8.6,low
96.8,96.4,37.2,16.7,144.5,9.5,4.7,7.6,low
85.9,99.1,36.8,14.6,142.8,3.5,4.7,0.9,low
93.2,99.1,37.5,16.8,150.9,11.9,6.6,8.2,moderate
87.3,98.0,36.9,15.0,114.1,5.4,4.3,5.6,low
95.1,92.9,36.7,17.5,148.9,2.3,0.1,2.2,moderate
101.0,96.3,36.6,20.8,140.3,5.1,8.5,4.5,high
72.8,94.7,36.0,22.9,127.9,8.3,4.2,8.0,low
105.5,98.0,37.1,20.1,158.6,6.1,9.0,4.1,high
70.7,93.8,37.1,16.8,144.2,8.8,4.1,6.5,low
74.0,99.6,36.0,15.6,119.1,3.7,0.6,5.2,low
72.5,96.4,37.6,21.2,131.6,7.4,9.5,2.9,low
65.6,96.2,37.3,19.2,129.0,5.5,6.0,7.4,low
71.8,97.3,36.8,14.8,135.4,11.2,7.0,6.4,low
64.6,94.4,36.1,16.7,115.6,8.5,5.3,0.4,low
86.4,97.3,35.1,17.4,132.8,8.5,1.8,9.2,low
75.6,99.3,36.6,16.2,125.4,3.1,4.2,4.3,low
60.7,96.3,35.9,13.7,121.5,8.2,1.7,0.7,low
97.8,98.9,37.4,24.9,148.7,2.3,9.7,3.4,high
92.0,96.7,37.0,23.2,119.6,10.3,2.4,9.9,low
80.8,100.0,36.7,22.9,102.7,11.7,4.1,2.2,low
79.6,95.7,36.3,24.9,113.5,6.2,5.2,9.5,low
86.6,97.1,37.3,21.8,126.5,2.9,6.6,3.9,moderate
94.9,95.1,36.5,12.1,135.4,8.2,8.0,6.4,low
81.5,100.0,36.1,10.9,102.7,8.1,3.6,0.9,low
84.3,96.6,36.3,14.0,117.2,10.2,0.3,3.0,low
71.5,98.9,36.7,16.9,113.8,9.6,5.1,4.6,low
91.5,93.6,38.3,19.6,128.8,11.3,2.1,8.4,low
64.8,95.7,36.7,14.4,114.3,4.7,3.9,3.7,low
89.3,99.5,36.3,16.8,135.2,3.1,2.1,6.1,low
77.6,97.2,36.4,20.4,128.9,9.0,2.2,3.2,low
98.8,95.0,36.9,28.2,144.3,2.1,8.2,7.4,high
99.7,96.0,38.2,25.8,160.9,3.7,8.3,6.1,critical
76.7,96.1,36.1,16.4,106.7,11.7,2.2,2.1,low
92.9,97.4,37.0,20.9,167.9,5.3,9.5,6.8,moderate
110.5,99.7,36.2,17.5,123.5,10.0,7.0,2.4,moderate
95.3,98.4,37.9,26.1,146.9,2.1,9.2,6.9,high
97.9,95.4,36.8,13.5,151.7,5.6,8.5,8.6,moderate
84.1,99.7,36.2,17.5,144.6,4.7,8.5,1.8,moderate
94.8,98.3,36.6,24.3,114.3,10.5,6.0,8.7,low
94.1,95.4,37.4,22.6,131.7,5.4,6.9,4.8,moderate
90.2,98.1,36.4,13.0,110.2,9.5,1.7,1.0,low
75.4,100.0,36.5,20.3,141.9,4.6,2.3,2.4,low
90.0,94.3,37.6,31.5,136.5,11.9,6.3,9.3,low
82.6,96.5,37.8,17.8,165.2,2.3,6.9,4.6,high
96.4,93.5,36.5,23.0,141.1,10.2,7.9,8.0,moderate
71.9,99.9,36.9,17.1,131.1,11.8,6.0,6.9,low
116.8,93.6,37.0,29.3,162.6,6.2,8.6,9.7,critical
89.1,97.3,36.8,23.6,134.4,4.7,3.5,9.9,low
92.5,99.6,36.3,13.6,129.0,10.4,2.9,6.4,low
82.1,99.3,36.9,20.1,149.8,11.7,9.5,2.3,low
81.5,99.3,36.8,20.3,111.3,4.7,2.2,3.5,low
102.1,96.0,36.4,27.2,147.3,2.1,7.8,8.5,critical
68.4,96.2,37.1,13.2,127.7,8.8,1.5,2.3,low
70.0,97.3,37.5,17.6,158.6,6.7,3.2,4.1,low
88.8,98.6,36.3,18.2,115.3,2.7,2.4,7.8,low
100.1,96.3,36.9,17.7,149.2,2.6,6.7,4.9,high
86.3,93.7,37.6,17.0,161.6,2.9,7.6,5.2,high
94.0,95.1,36.6,19.4,136.9,9.9,6.3,4.2,low
91.0,97.0,37.7,16.0,142.9,4.5,8.6,5.9,moderate
77.1,95.8,36.8,16.2,136.5,11.9,7.2,5.5,low
84.4,95.0,36.4,16.6,114.5,4.1,1.8,5.2,low
81.0,94.4,37.5,16.9,113.0,10.2,3.6,3.4,low
116.9,94.6,37.0,25.7,154.9,4.8,9.9,9.5,critical
80.4,96.9,35.9,22.9,106.3,5.8,0.2,0.1,low
69.0,99.1,37.1,13.7,120.1,9.7,3.8,1.6,low
92.9,97.4,37.0,21.5,143.3,2.9,9.6,2.2,moderate
80.7,96.6,37.6,17.5,131.2,10.2,5.7,1.3,low
52.6,98.0,36.8,13.2,125.5,11.8,3.3,6.7,low
91.6,98.7,36.8,18.7,175.2,4.4,9.1,2.9,high
66.4,97.1,36.5,22.6,126.7,5.3,5.8,1.7,moderate
97.4,100.0,36.4,23.5,149.0,8.5,9.0,4.6,moderate
67.5,100.0,36.3,14.5,142.3,4.5,4.6,4.9,low
67.5,95.5,37.3,11.4,138.2,3.9,0.8,6.7,low
88.7,97.2,36.1,11.8,124.9,10.6,2.2,6.4,low
98.6,96.8,37.8,19.4,133.9,5.9,8.3,1.5,moderate
99.9,96.4,36.6,23.6,134.5,4.2,7.6,7.5,moderate
126.7,97.8,36.7,25.7,122.7,6.2,9.3,10.0,high
94.5,95.8,37.5,17.5,117.1,5.5,6.9,4.6,low
96.9,96.7,36.7,17.4,143.8,11.5,8.0,2.1,low
59.0,97.4,36.2,8.0,155.5,6.1,0.8,6.3,moderate
105.9,93.9,36.7,18.7,133.6,2.7,6.4,4.3,high
78.6,98.0,36.9,13.4,110.2,8.8,5.8,7.6,low
61.5,96.1,36.1,18.4,118.1,10.3,2.4,4.6,low
88.9,96.8,36.7,18.7,128.1,8.6,3.5,8.1,low
76.3,97.4,36.4,22.8,139.1,10.7,6.8,2.0,low
101.1,96.7,36.9,20.3,129.2,8.6,1.1,9.0,low
85.2,99.9,37.8,23.2,151.4,6.5,9.7,4.6,moderate
122.2,96.7,36.8,18.3,157.0,5.0,6.4,9.1,high
56.3,96.4,36.3,15.4,113.0,9.9,1.6,3.8,low
64.3,97.2,36.2,19.0,123.6,10.0,1.8,3.5,low
72.2,97.2,36.6,12.6,127.2,10.2,2.9,1.4,low
74.9,98.1,36.0,14.6,143.8,7.7,6.1,4.6,low
71.4,98.2,36.6,20.3,142.0,7.0,8.4,1.5,low
92.2,100.0,37.1,19.4,142.9,8.4,8.9,5.2,low
62.3,96.3,37.1,16.8,128.9,4.3,2.4,3.4,low
47.7,98.6,36.4,22.3,131.8,3.3,4.2,3.9,moderate
92.1,95.1,36.9,19.6,141.5,3.9,6.5,8.8,moderate
71.5,93.2,37.4,13.6,115.7,10.6,6.5,1.2,low
67.3,96.5,36.3,14.4,128.4,11.3,7.4,1.3,low
110.3,94.6,37.5,21.1,147.9,4.1,6.6,3.3,moderate
84.5,96.8,36.4,22.3,126.3,7.1,7.0,4.6,moderate
95.6,96.8,36.7,17.8,123.0,4.5,1.5,4.6,low
79.7,99.3,36.6,19.6,150.0,8.4,4.4,7.2,low
99.2,97.8,37.4,25.2,134.0,8.1,7.8,8.2,moderate
81.2,98.5,36.5,16.1,130.9,11.3,2.3,5.8,low
95.8,98.4,36.9,22.0,167.0,9.2,7.7,4.3,moderate
59.8,97.9,36.7,18.4,88.8,5.3,2.5,5.1,low
112.1,99.4,37.8,23.3,182.9,2.6,8.8,3.2,critical
75.3,99.8,36.2,22.1,129.2,3.8,2.8,5.2,moderate
70.3,98.0,36.6,19.8,107.8,4.1,5.1,3.1,low
74.0,98.7,37.3,20.8,141.6,5.2,1.1,6.3,low
62.9,96.3,37.0,12.5,128.5,4.6,3.8,4.4,low
68.5,95.8,37.2,22.3,135.8,4.5,6.5,7.6,moderate
76.8,96.2,36.6,19.2,131.1,9.3,3.0,3.5,low
90.3,95.2,37.0,16.2,117.3,10.4,5.5,7.3,low
83.7,95.8,36.7,19.3,113.4,7.0,7.8,7.5,low
81.3,96.8,37.0,11.9,102.0,7.4,4.3,6.6,low
82.7,92.3,36.4,15.4,104.5,6.1,3.7,1.7,moderate
88.4,98.9,37.7,17.8,135.6,6.2,1.3,1.3,low
95.1,96.8,37.0,22.3,127.1,8.9,9.9,1.4,moderate
85.0,93.9,36.6,17.3,113.6,5.2,2.5,1.5,low
91.9,93.4,36.7,20.6,119.8,10.4,0.4,9.1,low
67.0,97.4,36.7,16.3,109.2,5.1,2.7,1.2,low
92.0,97.5,37.1,21.6,122.1,7.7,8.1,5.4,low
82.4,98.3,37.2,20.0,140.7,2.1,4.0,2.4,low
93.3,97.4,36.7,16.4,110.7,4.9,6.9,5.5,moderate
86.5,97.2,36.0,13.0,101.0,3.9,1.4,2.1,low
83.8,100.0,36.7,11.4,124.5,11.1,3.8,4.9,low
115.6,100.0,37.4,20.8,144.6,3.2,9.4,8.0,critical
93.6,98.7,37.6,20.5,103.4,6.8,2.8,9.9,low
86.6,99.7,36.9,20.8,143.8,3.2,7.6,3.3,moderate
66.5,97.2,36.2,19.4,132.5,11.1,0.1,1.7,low
94.6,96.2,36.5,22.1,138.2,9.9,9.2,3.6,moderate
92.5,99.4,36.2,14.3,129.3,2.1,5.1,7.3,moderate
92.7,98.7,36.2,15.2,144.1,2.9,7.1,3.9,moderate
79.9,95.9,36.8,17.2,117.3,7.8,8.0,2.0,low
80.6,95.7,36.3,16.6,107.6,11.6,6.5,7.8,low
108.8,99.0,37.7,22.8,139.6,10.6,9.9,3.4,high
73.7,95.8,36.7,15.0,126.9,5.5,3.7,4.6,low
103.9,97.2,37.0,23.4,149.3,9.4,9.2,7.5,high
105.2,96.6,37.3,21.8,161.6,2.3,8.7,7.0,critical
74.1,98.2,36.4,22.6,126.8,6.6,2.0,1.5,low
88.7,95.6,36.1,20.6,102.0,11.2,5.1,8.4,low
99.6,98.9,37.8,24.8,133.4,2.9,5.8,9.9,moderate
93.8,98.1,37.1,18.0,119.5,10.8,3.4,5.4,low
67.3,97.8,35.9,15.5,110.1,11.2,4.9,0.6,low
82.2,100.0,36.2,20.3,158.0,5.3,8.2,1.1,moderate
121.1,96.5,36.6,23.1,149.0,2.7,8.2,8.6,critical
100.4,98.0,37.3,25.8,151.6,5.4,9.7,5.6,critical
78.1,96.3,37.2,17.4,139.4,10.1,7.5,2.5,low
80.5,99.2,36.9,15.1,140.2,4.0,1.8,0.9,low
94.9,98.7,36.6,17.3,139.8,9.2,7.2,1.7,low
89.5,94.4,36.1,17.2,143.2,2.2,8.6,3.8,moderate
116.8,96.5,37.4,24.2,138.2,11.7,9.4,9.3,high
118.8,97.5,36.2,21.6,151.7,7.0,9.9,4.4,high
88.9,96.9,36.9,20.2,129.8,6.8,5.8,7.5,low
117.6,95.5,36.6,21.1,153.2,5.7,9.9,6.8,high
88.8,98.3,36.4,14.7,114.1,10.0,1.5,5.4,low
94.5,95.9,37.5,21.1,164.3,3.1,8.6,1.1,high
56.5,100.0,35.8,19.0,119.6,3.7,2.7,1.3,low
69.1,98.1,36.0,11.1,122.9,11.8,1.2,0.2,low
89.1,96.7,35.6,15.8,141.1,2.4,0.1,2.0,low
68.1,96.2,37.0,15.9,118.4,5.8,3.3,0.1,low
87.7,96.5,37.8,19.5,157.3,2.2,7.7,6.4,high
79.0,95.0,36.7,15.4,120.6,7.1,7.0,5.2,low
97.3,97.6,36.9,18.0,147.4,8.3,8.9,3.4,low
94.9,100.0,36.5,20.8,145.9,6.1,6.7,5.7,low
90.5,90.8,36.4,17.4,128.1,4.5,2.8,9.3,moderate
102.3,99.5,35.8,18.1,126.3,2.7,3.7,5.2,moderate
91.6,92.9,36.8,12.4,139.6,4.0,7.4,2.8,high
77.9,98.7,37.5,21.3,136.7,11.9,3.6,6.3,low
101.6,95.8,37.8,24.2,170.7,2.5,8.9,5.9,critical
96.2,97.8,36.6,14.3,108.3,3.6,5.1,2.8,moderate
84.7,97.2,36.1,12.6,115.4,11.5,5.2,1.8,low
89.4,94.9,36.7,18.5,128.8,2.3,5.7,6.0,moderate
88.8,96.0,35.9,18.0,151.4,6.4,6.2,8.5,moderate
123.1,91.7,36.6,17.2,110.5,6.5,2.3,9.9,high
69.2,98.7,36.5,17.5,127.1,4.8,0.0,5.7,low
78.9,97.9,36.2,16.4,142.5,5.4,6.7,5.1,low
96.7,95.6,37.2,14.5,129.1,7.5,7.0,6.4,low
74.9,99.2,36.2,22.4,130.2,6.3,7.0,6.9,moderate
108.6,92.0,36.4,17.1,126.3,8.0,7.5,9.1,high
105.9,97.3,37.0,17.5,140.6,8.5,9.3,1.3,moderate
85.3,97.8,36.4,19.8,138.7,3.1,5.9,1.2,moderate
100.1,97.6,35.6,20.3,151.0,3.1,2.0,8.3,high
98.3,99.3,36.9,18.8,125.8,5.4,7.7,0.9,moderate
101.7,97.5,37.0,17.5,165.9,3.6,8.9,8.3,critical
81.5,98.0,36.2,21.1,128.9,4.3,1.3,4.8,low
117.3,94.7,37.1,19.6,158.9,2.6,9.6,0.0,critical
84.4,98.0,36.1,15.6,125.7,8.0,3.5,0.2,low
80.3,96.0,36.2,13.1,122.1,9.3,3.5,3.0,low
84.9,94.2,36.2,23.7,112.1,5.7,3.7,8.3,low
90.1,94.5,37.0,12.6,112.2,2.4,3.7,3.5,low
76.2,100.0,37.1,17.3,108.0,4.7,1.7,0.6,low
64.9,96.3,36.2,16.0,115.3,11.8,0.7,4.9,low
75.2,95.9,36.0,17.7,110.7,9.3,4.9,4.6,low
89.2,100.0,37.6,15.3,145.9,4.0,6.2,2.8,moderate
88.0,96.4,37.3,20.3,113.7,9.3,5.4,8.8,low
90.7,99.3,36.3,17.4,128.3,5.6,5.4,6.5,low
76.5,97.5,36.2,13.4,135.8,6.1,7.6,1.2,low
76.6,95.3,36.4,17.9,106.9,6.1,0.3,0.4,low
106.0,97.5,36.7,22.9,133.9,3.1,6.5,9.7,high
63.0,99.5,35.7,17.9,111.8,9.0,3.7,3.2,low
92.7,94.1,36.8,15.7,109.9,7.3,0.2,7.9,low
84.1,97.7,36.6,14.9,141.9,7.8,5.5,2.7,low
100.6,100.0,37.1,16.0,119.9,2.2,2.1,0.6,moderate
105.7,97.5,37.2,22.1,149.9,5.3,8.2,1.9,high
79.7,97.1,36.7,18.6,147.3,9.4,7.0,0.7,low
88.6,97.2,36.6,17.7,139.4,5.0,6.8,7.1,low
95.4,99.6,37.5,25.2,138.7,5.1,8.3,3.3,moderate
121.7,90.6,36.8,22.1,123.7,11.2,7.3,9.6,critical
77.1,98.1,36.5,14.5,122.7,11.2,3.7,9.2,low
66.2,95.8,37.2,11.5,138.1,6.5,4.2,2.6,low
66.9,96.3,36.0,13.3,128.5,11.9,3.8,4.6,low
92.5,96.6,36.5,17.5,148.3,3.8,3.8,8.2,low
107.9,96.5,36.4,13.9,109.8,3.3,1.2,0.5,moderate
78.1,99.2,37.5,15.2,133.1,7.0,6.8,5.0,low
91.1,98.5,37.2,25.3,159.6,9.8,7.5,3.2,moderate
96.2,98.0,37.3,16.3,149.2,9.6,8.2,3.4,low
100.8,97.2,37.0,21.6,155.7,2.4,8.3,5.1,critical
83.1,95.3,36.4,14.9,124.4,10.4,1.8,3.0,low
81.8,95.4,35.9,16.4,109.7,10.8,1.4,4.0,low
82.9,98.0,36.9,16.0,121.3,5.8,0.5,7.0,low
84.3,98.3,36.7,13.5,114.7,6.4,0.0,7.1,low
93.9,99.9,36.9,15.9,137.3,10.0,7.9,2.1,low
84.9,96.9,36.9,20.2,103.8,9.9,0.3,7.3,low
74.9,94.6,36.9,16.2,137.9,11.2,1.8,4.0,low
55.5,95.5,37.2,16.0,104.9,10.9,3.2,6.7,low
108.5,95.6,36.9,23.1,116.2,5.6,2.7,9.7,moderate
77.1,96.5,37.2,23.3,131.7,7.9,7.9,8.5,moderate
102.0,94.9,37.3,21.4,127.6,7.5,8.2,8.1,moderate
68.4,98.2,35.7,12.1,141.9,11.0,1.5,6.9,low
94.5,94.9,36.2,15.4,118.6,11.7,1.3,3.9,low
81.0,96.1,36.4,21.6,105.6,5.4,4.5,2.2,low
106.6,93.5,36.8,19.2,114.3,8.3,0.0,9.2,low
70.4,96.6,36.2,21.5,148.4,6.9,5.9,5.6,low
98.2,96.8,36.1,16.6,113.0,3.1,2.0,2.5,low
72.8,94.9,37.0,16.3,110.7,9.5,1.7,4.8,low
89.6,92.6,36.7,21.5,146.6,2.5,5.9,7.5,high
88.1,98.7,36.5,13.9,115.4,10.7,0.9,2.8,low
99.0,95.9,37.1,16.7,115.1,5.0,6.0,8.5,low
92.6,98.8,37.1,17.1,130.3,2.3,3.7,0.5,low
73.5,99.8,36.8,15.3,138.9,10.0,5.6,6.8,low
73.2,98.0,37.4,15.4,89.2,6.4,2.2,1.7,low
66.8,93.9,35.9,16.0,101.1,7.5,2.4,3.8,low
85.7,94.9,37.3,24.6,146.1,4.9,10.0,0.7,moderate
65.8,93.7,36.0,10.9,110.1,4.5,1.4,3.2,low
91.7,93.8,36.6,17.3,131.9,2.2,4.9,4.5,low
92.1,98.2,36.6,22.0,138.2,2.2,4.5,9.9,moderate
63.4,98.0,37.3,14.5,128.3,7.8,2.7,0.7,low
85.3,98.0,37.1,14.1,106.4,8.5,1.2,2.9,low
88.8,90.9,36.5,14.7,130.1,10.8,5.1,6.5,moderate
100.5,95.4,36.7,24.3,143.5,2.4,8.8,8.3,critical
73.5,96.7,37.6,14.9,96.8,8.0,0.3,6.3,low
71.3,100.0,37.1,14.9,129.1,8.4,0.0,7.1,low
79.0,100.0,36.1,17.6,126.6,2.9,4.1,4.7,low
83.2,100.0,37.9,20.1,136.0,7.5,9.0,0.0,low
69.7,91.2,36.0,21.5,138.6,9.0,5.2,2.3,moderate
87.1,96.4,36.7,19.3,149.9,9.5,8.9,4.4,low
80.4,98.5,35.9,13.5,111.1,6.2,2.6,1.2,low
98.4,94.5,36.8,17.6,124.1,2.2,5.8,1.5,moderate
65.2,98.5,36.4,18.7,127.8,4.2,2.5,0.7,low
71.4,94.8,35.8,12.0,121.6,3.0,4.6,2.3,low
89.5,97.3,36.6,14.6,116.0,3.6,6.3,5.7,moderate
60.5,95.7,36.5,17.8,107.8,6.2,3.2,5.6,low
92.4,96.8,37.1,21.2,119.7,6.4,2.4,7.5,low
100.4,100.0,37.0,21.1,123.1,3.4,6.5,4.8,high
91.0,95.0,37.0,22.5,162.1,8.3,8.7,0.7,moderate
75.1,99.2,37.1,13.3,123.8,10.6,0.8,1.1,low
81.6,97.6,37.1,16.4,101.1,9.9,2.8,2.9,low
74.5,96.8,36.2,17.3,124.8,8.9,2.2,6.5,low
72.1,98.7,35.7,15.8,105.4,8.7,5.0,2.1,low
74.5,97.7,36.9,19.4,115.8,6.1,4.8,1.1,low
73.1,95.8,37.2,18.0,108.8,5.1,6.0,5.8,low
87.7,97.3,37.2,18.5,125.7,8.9,3.9,8.5,low
101.5,99.8,37.7,18.1,133.0,6.2,8.9,3.5,moderate
66.0,96.9,35.8,19.4,124.6,11.2,1.8,1.7,low
112.1,97.4,37.1,24.1,159.5,5.9,9.8,0.7,critical
70.6,95.0,36.4,14.7,146.9,2.3,0.2,0.4,low
80.3,98.5,37.3,12.2,131.1,10.7,7.5,6.5,low
113.4,96.0,37.0,26.1,133.1,4.8,6.8,9.6,high
83.6,99.8,36.9,12.2,112.6,4.4,2.2,5.6,low
93.7,98.8,36.7,22.1,122.7,4.0,2.0,1.3,moderate
92.9,97.6,36.5,17.4,126.9,10.8,7.6,3.4,low
119.1,97.7,37.3,18.9,144.2,7.0,6.8,9.3,moderate
73.1,96.4,35.6,17.8,123.8,5.9,4.7,4.3,low
53.1,99.7,36.7,17.6,114.2,6.9,1.1,3.7,low
82.4,99.9,36.7,14.1,130.2,8.2,0.6,7.1,low
66.9,98.1,36.7,12.4,113.8,10.8,1.0,1.8,low
97.9,96.3,37.0,15.0,129.3,10.4,8.1,5.8,low
86.1,100.0,36.6,14.6,85.1,3.5,3.9,3.5,low
92.0,94.6,36.6,13.8,130.8,5.6,3.7,4.3,low
69.2,94.8,36.8,18.2,124.9,3.0,2.4,3.6,low
109.1,97.2,37.2,24.9,133.1,8.3,8.0,9.6,high
80.2,95.6,36.9,17.5,117.7,4.9,0.7,4.9,low
58.1,94.5,36.6,13.0,144.5,8.9,3.8,5.4,low
103.5,96.8,36.8,13.3,132.7,10.1,6.9,1.1,moderate
81.7,96.6,38.0,18.0,117.5,6.2,0.1,1.3,low
56.3,100.0,37.0,15.6,139.9,5.3,5.4,5.7,low
56.0,100.0,36.7,19.0,123.9,8.6,0.7,7.8,low
83.3,97.6,36.2,22.2,133.4,5.9,8.1,2.6,moderate
84.8,97.5,36.1,23.1,116.5,5.8,1.3,9.9,low
95.1,96.5,36.5,20.2,152.9,5.9,9.0,3.4,moderate
76.0,96.9,36.6,17.3,109.7,2.4,4.9,5.3,low
63.9,100.0,37.1,16.0,118.8,11.1,1.3,1.7,low
89.7,94.1,37.3,21.8,135.5,5.8,2.9,9.9,low
77.5,93.8,36.2,14.6,129.8,10.7,2.7,2.2,low
86.6,97.4,37.3,16.8,119.7,11.4,6.8,5.2,low
100.2,98.0,37.6,17.4,141.5,6.5,9.4,6.6,moderate
77.8,98.1,36.3,20.3,109.8,10.1,6.1,8.3,low
91.9,94.7,37.5,22.9,131.7,6.3,5.6,1.4,low
75.2,95.2,36.7,12.9,111.0,11.3,3.6,3.5,low
78.4,96.7,36.6,16.1,136.4,4.2,6.4,3.8,moderate
90.1,99.7,37.2,20.2,145.9,11.9,8.2,7.3,low
85.8,96.5,37.4,19.7,125.8,3.5,1.6,5.8,low
83.1,98.2,36.9,16.8,137.1,6.3,7.1,3.8,low
97.4,95.9,37.1,20.6,129.9,6.6,1.0,6.2,low
92.9,96.0,35.7,19.4,124.5,7.5,4.9,9.9,low
113.2,96.8,37.5,21.7,134.6,5.5,8.0,2.4,high
96.6,99.0,36.2,16.7,154.2,9.1,7.3,3.0,moderate
79.9,94.2,37.6,16.5,122.5,10.6,6.9,6.6,low
80.1,96.7,37.4,15.7,112.2,5.1,4.7,7.4,low
110.5,96.2,37.3,21.4,113.1,4.5,7.8,1.8,high
75.2,96.4,37.3,16.9,121.1,6.6,6.6,7.8,low
66.6,95.9,35.7,19.5,103.3,9.2,1.8,4.0,low
73.3,96.2,35.8,21.8,91.4,9.7,3.1,3.4,low
96.3,96.1,37.1,18.5,157.6,11.7,9.0,6.1,moderate
71.4,94.4,36.8,15.6,129.0,11.4,4.2,4.6,low
94.1,94.8,37.2,24.8,131.5,3.7,7.6,2.2,high
100.1,95.4,36.5,15.3,135.1,6.8,3.6,9.7,low
62.7,96.9,37.1,17.7,113.8,10.1,0.6,2.0,low
92.7,95.6,36.6,15.4,110.1,10.8,1.4,2.6,low
92.8,96.4,36.4,18.5,147.4,11.4,9.1,4.7,low
75.4,96.5,37.4,14.1,129.4,7.8,2.9,7.8,low
58.7,91.1,36.9,20.3,112.4,8.1,4.1,6.4,moderate
65.6,99.0,37.1,18.7,119.8,4.8,6.5,2.0,moderate
106.4,99.4,37.5,19.7,121.3,11.6,1.9,9.1,low
